,cord_uid,sentence_id,section,sentence
29301,32v44sw9,32v44sw91929301,Role of the funding source,"Beijing, Shanghai, Guangzhou, and Shenzhen were the mainland Chinese cities that together accounted for 53% of all outbound international air travel from China and 69% of international air travel outside Asia, whereas Chongqing is a large metropolis that has a population of 32 million and very high ground traffic volumes with Wuhan."
29313,32v44sw9,32v44sw9629313,Research in context,"Two other novel coronaviruses (CoVs) have emerged as major global epidemics in recent decades; in 2002, severe acute respiratory syndrome coronavirus (SARS-CoV) spread to 37 countries and caused more than 8000 cases and almost 800 deaths, and in 2012, Middle East respiratory syndrome coronavirus (MERS-CoV) spread to 27 countries, causing 2494 cases and 858 deaths worldwide to date."
29317,32v44sw9,32v44sw9629317,Research in context,"National and global spread of this disease is particularly concerning given that chunyun, a 40-day period with extremely high air and train traffic across China because of the lunar new year Spring Festival, began on Jan 10, 2020."
30712,we6atutg,we6atutg230712,Letter to the Editor,ii) omit cisplatin-based induction chemotherapy.
19781,uhz5bjz2,uhz5bjz21619781,Methods,"Samples were embedded with paraffin and then stained with H&E. For immunofluorescent staining, 3-mm-thick sections were dewaxed in xylene, rehydrated in alcohol, and washed in distilled water 3 times before microwave repair."
19795,uhz5bjz2,uhz5bjz21519795,Case Clinical Information,Empiric antimicrobials with oseltamivir and moxifloxacin was given during this period of time.
19804,uhz5bjz2,uhz5bjz21519804,Case Clinical Information,"One day after treatment with octreotide and esomeprazole, gastrointestinal bleeding stopped."
9404,fy65vg05,fy65vg0559404,Results,"Three flights from Wuhan landed at the Istres military air force base carrying a total of 337 passengers, including 178 on the first flight, 124 (31 of which were other European nationals) on the second flight, and 35 on the third flight."
9459,fy65vg05,fy65vg0509459,Introduction,"To date, more than 89,000 cases and more than 3000 deaths have been reported across China due to SARS-Cov2, mostly in the region of Hubei (WHO)."
9460,fy65vg05,fy65vg0509460,Introduction,"To date, two hundred cases have been exported from China to 65 Countries [4] ."
22281,he853mwa,he853mwa522281,Main text,"The local authorities will also check the storage conditions carefully, since it is possible that the seafood or the container water has contaminated e.g. by bat excreta in an untidy warehouse or handling of fish or other seafood in the market place."
22296,he853mwa,he853mwa622296,Main text,"Seafood and fish tanks, air contamination by live animals or rodents are a possibility, but sold animals normally come from various sources in different vendors."
22380,ujyukdqu,ujyukdqu022380,Introduction,"In the process of controlling nature, they have constructed very powerful instruments that allow them to have control of some important places like the sea, air and ground."
22398,ujyukdqu,ujyukdqu122398,Introduction,"Ebola, a deathly infectious disease that has killed many humans around the world in the past last years is believed by scientists to have come from an infected animal such as a fruit bat or non-human primate."
32222,j5psma9i,j5psma9i1132222,Q.A. Ahmed and Z.A. Memish,"In a scenario with colleagues falling ill and on some occasions dying, the wider Saudi healthcare system could be singularly more impacted by the COVID-19 crisis during Hajj than any other healthcare workforce yet to date."
1162,b3ui95vx,b3ui95vx01162,title,COVID-19: Melatonin as a potential adjuvant treatment
1166,b3ui95vx,b3ui95vx141166,Melatonin & other supportive adjuvant effects,Experimental evidence suggests that melatonin mediates the suppression of VEGF in vascular endothelial cells [62] .
1168,b3ui95vx,b3ui95vx141168,Melatonin & other supportive adjuvant effects,Published reports indicate that the application of melatonin may ameliorate the septic shock via the NLRP3 pathway [63] .
1169,b3ui95vx,b3ui95vx141169,Melatonin & other supportive adjuvant effects,"Specifically, melatonin may a have preventive effect against sepsis-induced renal injury, septic cardiomyopathy and liver injury [64] [65] [66] ."
1170,b3ui95vx,b3ui95vx141170,Melatonin & other supportive adjuvant effects,"It was also reported that melatonin had benefits in patients with myocardial infarction, cardiomyopathy, hypertensive heart diseases and pulmonary hypertension, and probably functions via the TLR4/survivor activating factor enhancement pathway [67] ."
1171,b3ui95vx,b3ui95vx141171,Melatonin & other supportive adjuvant effects,"Moreover, melatonin exerts neurological protection by reducing the cerebral inflammatory response, cerebral edema and brain-blood barrier permeability under a number of experimental conditions [68] ."
1172,b3ui95vx,b3ui95vx141172,Melatonin & other supportive adjuvant effects,"In the ICU, deep sedation is associated with increased long-term mortality, and the application of melatonin reduces sedation use and the frequency of pain, agitation, anxiety [69, 70] ."
1173,b3ui95vx,b3ui95vx141173,Melatonin & other supportive adjuvant effects,"Also, a recent meta-analysis showed that melatonin improves sleep quality in patients in the ICU [71] ."
1174,b3ui95vx,b3ui95vx141174,Melatonin & other supportive adjuvant effects,"Thus, the rationale for the use of melatonin in COVID-19 patients not only focuses on the attenuation of the infection-induced respiratory disorders, but also on an overall improvement and prevention of patients' wellbeing and potential complications."
1175,b3ui95vx,b3ui95vx101175,Melatonin & anti-oxidation,"The anti-oxidative effect of melatonin cooperates with its anti-inflammatory actions by up-regulating anti-oxidative enzymes (e.g. superoxide dismutase), down-regulating pro-oxidative enzymes (e.g. nitric oxide synthase), and it may also interact directly with free radicals, functioning as free radical scavenger [3, 4] ."
1177,b3ui95vx,b3ui95vx101177,Melatonin & anti-oxidation,"In a SARS-induced ALI model, the production of oxidized low density lipoprotein activates innate immune response by the overproduction of IL-6 alveolar macrophages via Toll-like receptor 4 (TLR4)/NF-kB signaling, thereby leading to ALI [36] ."
1178,b3ui95vx,b3ui95vx101178,Melatonin & anti-oxidation,"TLR4 is a receptor for the innate immune system, and it is also a therapeutic target for melatonin."
1179,b3ui95vx,b3ui95vx101179,Melatonin & anti-oxidation,"In brain ischemia, gastritis and periodontitis disease models, melatonin has documented anti-inflammation actions via TLR4 signaling [37] [38] [39] ."
1180,b3ui95vx,b3ui95vx101180,Melatonin & anti-oxidation,"The anti-oxidative effect of melatonin has also been confirmed in ALI caused by radiation, sepsis and ischemia-reperfusion [4, 40, 41] ."
1183,b3ui95vx,b3ui95vx91183,Melatonin & anti-inflammation,"Sirtuin-1 (SIRT1) may mediate the anti-inflammatory actions of melatonin by inhibiting high mobility group boxechromosomal protein 1 (high mobility group boxechromosomal protein 1), and thus down-regulating the polarization of macrophages towards the pro-inflammatory type [26] ."
1184,b3ui95vx,b3ui95vx91184,Melatonin & anti-inflammation,"In sepsis-induced ALI, the proper regulation of SIRT1 attenuates lung injury and inflammation, in which the application of melatonin might be beneficial [27] ."
1185,b3ui95vx,b3ui95vx91185,Melatonin & anti-inflammation,Nuclear factor kappa-B (NF-κB) is closely associated with pro-inflammatory and pro-oxidative responses while being an inflammatory mediator in ALI.
1186,b3ui95vx,b3ui95vx91186,Melatonin & anti-inflammation,"The anti-inflammatory effect of melatonin involves the suppression of NF-κB activation in ARDS [28, 29] ."
1187,b3ui95vx,b3ui95vx91187,Melatonin & anti-inflammation,"Melatonin reportedly down-regulate NF-κB activation in T cells and lung tissue [30, 31] ."
1188,b3ui95vx,b3ui95vx91188,Melatonin & anti-inflammation,The stimulation of NF-E2-related factor 2 (Nrf2) is crucial in protecting lung from injury.
1189,b3ui95vx,b3ui95vx91189,Melatonin & anti-inflammation,"In related studies, melatonin induces the up-regulation of Nrf2 with therapeutic effects in hepatoprotection, cardioprotection, etc."
1191,b3ui95vx,b3ui95vx91191,Melatonin & anti-inflammation,"Whether Nrf2 is involved in the CoV-induced ALI remains unknown, but the close interaction of SIRT1, NF-κB and Nrf2"
1194,b3ui95vx,b3ui95vx11194,Introduction,"Melatonin (N-acetyl-5-methoxytryptamine) is a bioactive molecule with an array of health-promoting properties; melatonin has been successfully used to treat sleep disorders, delirium, atherosclerosis, respiratory disease and viral infections [3] ."
1195,b3ui95vx,b3ui95vx11195,Introduction,"Previous research has documented the positive effects of melatonin in alleviating acute respiratory stress induced by virus, bacteria, radiation, etc."
1197,b3ui95vx,b3ui95vx11197,Introduction,"Herein, we review the evidence indicating that melatonin will have supportive adjuvant utility in treating COVID-19 induced pneumonia, acute lung injury (ALI) and acute respiratory distress syndrome (ARDS"
1215,b3ui95vx,b3ui95vx81215,Pathogenesis of COVID-19 and the rationale for melatonin use,There are situations in which melatonin suppresses the features of viral infections.
1216,b3ui95vx,b3ui95vx81216,Pathogenesis of COVID-19 and the rationale for melatonin use,"In mice whose central nervous system is infected by virus (e.g., encephalitis), the use of melatonin caused less viremia, reduced paralysis and death, and decreased virus load [25] ."
1217,b3ui95vx,b3ui95vx81217,Pathogenesis of COVID-19 and the rationale for melatonin use,"In previous respiratory syncytial virus models, melatonin caused downregulation of acute lung oxidative injury, pro-inflammatory cytokine release and inflammatory cell recruitment."
1218,b3ui95vx,b3ui95vx81218,Pathogenesis of COVID-19 and the rationale for melatonin use,"These findings, along with those recently summarized by Reiter et al. [3] , support a rationale for melatonin use in viral diseases."
1219,b3ui95vx,b3ui95vx81219,Pathogenesis of COVID-19 and the rationale for melatonin use,"Also, melatonin's anti-inflammation, anti-oxidation, immune enhancing actions supports its potential attenuation of COVID-19 infection (Fig. 1 )."
1220,b3ui95vx,b3ui95vx131220,Melatonin effects in cytokine levels in human,"Although there is obviously no report related to the use of melatonin in COVID-19 patients, in subjects with other diseases and an increased level of inflammation, the application of melatonin showed promising results regarding the attenuation of circulating cytokines levels."
1221,b3ui95vx,b3ui95vx131221,Melatonin effects in cytokine levels in human,"In a randomized controlled trial, 8-week oral intake of 6 mg/d melatonin caused a significant decrease in serum levels of IL-6, TNF-α and hs-Creactive protein (hs-CRP"
1222,b3ui95vx,b3ui95vx151222,Melatonin & safety,"When considering the use of melatonin to treat COVID-19, the safety of the melatonin is of utmost significance to consider."
1223,b3ui95vx,b3ui95vx151223,Melatonin & safety,"As reviewed previously, short-term use of melatonin is safe, even in those given high doses, and the reported adverse effects are limited to occasional dizziness, headache, nausea and sleepiness; in general melatonin's safety in humans is very high [72] ."
1224,b3ui95vx,b3ui95vx151224,Melatonin & safety,"In clinical trials, doses of 3 mg, 6 mg and 10 mg of melatonin oral intake by patients in ICU showed satisfactory safety when compared to placebo [70, 73, 74] ."
1225,b3ui95vx,b3ui95vx151225,Melatonin & safety,"Also, even when melatonin was given to humans at dose of 1 g/d for a month, there were no adverse reports of the treatment [75] ."
1226,b3ui95vx,b3ui95vx151226,Melatonin & safety,"Finally, there were no adverse effects recorded after the use of melatonin in ALI/ARDS animal studies [3, 4, 28] ."
1227,b3ui95vx,b3ui95vx151227,Melatonin & safety,"While the safety of melatonin has been verified in many human studies, its effect when given to COVID-19 patients should be carefully monitored despite the very high safety profile of melatonin."
1228,b3ui95vx,b3ui95vx161228,Conclusion,"The possible beneficial effects of melatonin as adjuvant use in COVID-19 in anti-inflammation, anti-oxidation, immune response regulation has been repeatedly demonstrated in respiratory disorder models induced by infections and associated complications."
1230,b3ui95vx,b3ui95vx161230,Conclusion,"Although the direct evidence of melatonin application in COVID-19 is unclear, both its use in experimental animal models and in studies on humans has continuously documented its efficacy and safety and its use by COVID-19 patients predictably would be highly beneficial."
1237,b3ui95vx,b3ui95vx111237,Melatonin & immunomodulation,"In macrophages, antigen presentation is also augmented after the application of melatonin, where the up-regulation of complement receptor 3, MHC class I and class II, and CD4 antigens were detected [50] ."
1242,b3ui95vx,b3ui95vx121242,Melatonin & immunomodulation,This supports the use of melatonin in ALI/ARDS when inflammation is most severe.
1244,b3ui95vx,b3ui95vx121244,Melatonin & immunomodulation,"The efficacy of melatonin in regulating NLRP3 has been proven in radiation-induced lung injury, allergic airway inflammation and oxygen-induced ALI and LPS-induced ALI models, in which melatonin reduced the infiltration of macrophages and neutrophils into the lung in ALI due to the inhibition of NLRP3"
5067,owhx6k4t,owhx6k4t55067,Case 1,Hematoxylin and eosin-stained sections were reviewed.
10993,u19e9j2w,u19e9j2w910993,Statistical analysis,"meantem il is the (l + 1)-day moving average term (lag0-l) of daily mean temperature in city i. We also controlled the relative humidity (rhu il ), air pressure (prs il ), and wind speed (win il ) during the same period for the possible confounding effect."
11003,u19e9j2w,u19e9j2w1111003,Statistical analysis,"Average daily mean temperature, relative humidity, air pressure, and wind speed were 3.118°C, 67.48%, 964.931 hPa, and 2.116 m/s, respectively."
11005,u19e9j2w,u19e9j2w1111005,Statistical analysis,"Mean temperature had significantly positive correlations with relative humidity (r = 0.354, p b 0.05) and air pressure (r = 0.163, p b 0.05)."
11060,u19e9j2w,u19e9j2w711060,Data collection,"Meteorological factors included daily mean temperature, relative humidity, air pressure, and wind speed."
12525,smfve2ur,smfve2ur512525,Results,All the 5 patients had normal alanine aminotransferase (ALT) and aspartate aminotransferase (AST
12551,smfve2ur,smfve2ur812551,Discussion,"In our study, all the patients received antiviral therapy (Oseltamivir or Arbidol)."
13579,vgkiadky,vgkiadky113579,COVID-19: Gastrointestinal,"To date, molecular modelling has revealed by the next-generation sequencing technology that 2019-nCoV shares about 79% sequence identify with SARS-CoV, indicative of these 2 lineage B b-coronaviruses highly homologous, and angiotensinconverting enzyme II (ACE2), previously known as an entry receptor for SARS-CoV, was exclusively confirmed in 2019-nCoV infection despite amino acid mutations at some key receptorbinding domains."
13580,vgkiadky,vgkiadky113580,COVID-19: Gastrointestinal,"5, 6 It is widely accepted that coronavirus human transmissibility and pathogenesis mainly depend on the interactions, including virus attachment, receptor recognition, protease cleaving and membrane fusion, of its transmembrane spike glycoprotein (S-protein) receptor-binding domain, specific cell receptors (ACE2), and host cellular transmembrane serine protease (TMPRSS), with binding affinity of 2019-nCoV about 73% of SARS-CoV. 7 Recent bioinformatics analysis on available single-cell transcriptomes data of normal human lung and gastrointestinal system was carried out to identify the ACE2-expressing cell composition and proportion, and revealed that ACE2 was not only highly expressed in the lung AT2 cells, but also in esophagus upper and stratified epithelial cells and absorptive enterocytes from ileum and colon."
13583,vgkiadky,vgkiadky213583,COVID-19: Gastrointestinal,"Last, mild to moderate liver injury, including elevated aminotransferases, hypoproteinemia, and prothrombin time prolongation, has been reported in the existing clinical investigations of COVID-19, whereas up to 60% of patients suffering from SARS had liver impairment."
16446,t7gpi2vo,t7gpi2vo616446,Spotlight,Clinical data have shown that the date of symptom onset of the first known patient was 1 December 2019 [2] .
28503,6r5c2x0f,6r5c2x0f528503,Enteric involvement of coronaviruses: is faecal-oral transmission of SARS-CoV-2 possible?,SARS-CoV RNA was found in the sewage water of two hospitals in Beijing treating patients with SARS.
28505,6r5c2x0f,6r5c2x0f528505,Enteric involvement of coronaviruses: is faecal-oral transmission of SARS-CoV-2 possible?,"When SARS-CoV was seeded into sewage water obtained from the hospitals in a separate experiment, the virus was found to remain infectious for 14 days at 4°C, but for only 2 days at 20°C."
28516,6r5c2x0f,6r5c2x0f728516,Enteric involvement of coronaviruses: is faecal-oral transmission of SARS-CoV-2 possible?,"Coronaviruses are susceptible to antiseptics containing ethanol, and disinfectants containing chlorine or bleach."
35025,b2qfahna,b2qfahna035025,Dear Editor,"Among these 34 patients, the earliest admission date was 21 December 2019 and the latest admission date was 28 January 2020."
35045,b2qfahna,b2qfahna335045,Dear Editor,Most patients had a reduction in hemoglobin (38.2%) and prolonged prothrombin time (50%).
2173,sk4bv61z,sk4bv61z42173,Reducing mortality from 2019-nCoV: host-directed therapies should be an option,"Several marketed drugs with excellent safety profiles such as metformin, glitazones, fibrates, sartans, and atorvastin, as well as nutrient supplements and biologics could reduce immunopathology, boost immune responses, and prevent or curb ARDS"
21325,iy9vjpuh,iy9vjpuh021325,abstract,"The infection moved rapidly through China, spread to Thailand and Japan, extended into adjacent countries through infected persons travelling by air, eventually reaching multiple countries and continents."
21343,iy9vjpuh,iy9vjpuh2121343,3.,"Upon arrival in the labour triage unit, pregnant patients with suspected and probable SARS should be placed in a negative pressure isolation room with at least 6 air exchanges per hour."
21346,iy9vjpuh,iy9vjpuh4521346,Participation of Pregnant Women in the Development of a Coronavirus Vaccine,"There are clearly challenges to this endeavor-protective antibodies to coronaviruses are not long-lasting, tissue damage has been reported to occur as a result of exposure to SARS-CoV, development of animal models that closely resemble human infection are limited, and the extensive time and expense necessary to perform clinical trials in humans, to name a few [66] [67] [68] ."
21363,iy9vjpuh,iy9vjpuh5021363,Participation of Pregnant Women in the Development of a Coronavirus Vaccine,"To date, very few clinical trials for vaccines have proactively included pregnant women [75] , and the exclusion of pregnant and lactating women from receiving the rVSV-ZEBOV vaccine through 3 Ebola virus epidemics serves as a recent example [69] [70] [71] ."
21374,iy9vjpuh,iy9vjpuh4321374,MERS Prevention and Treatment,"For example, during the 2003 SARS outbreak, ribavirin was administered to pregnant women with severe cases of the disease, but ribavirin therapy has been documented to increase the risk of teratogenic effects in newborns [58] ."
21378,iy9vjpuh,iy9vjpuh3221378,MERS and Pregnancy,"To date, however, very few pregnancy-associated cases (n = 11) have been documented, with 91% having adverse clinical outcomes."
21381,iy9vjpuh,iy9vjpuh3421381,MERS and Pregnancy,"In the days following hospital admission, she developed respiratory failure necessitating mechanical ventilation and administration of dexamethasone as prophylaxis for the fetus."
21451,iy9vjpuh,iy9vjpuh1021451,SARS and Pregnancy,All 5 pregnant women had fever and abnormal chest radiographs; 4 had cough; 4 developed hypoalbuminemia; 3 had elevated alanine aminotransferase levels (ALT
21465,iy9vjpuh,iy9vjpuh1121465,SARS and Pregnancy,Her pregnancy continued and was unremarkable except for developing elevated glucose levels.
21480,iy9vjpuh,iy9vjpuh2821480,Middle East Respiratory Syndrome (MERS),"To date, all known cases of MERS can be linked to travel or residence in countries along the Arabian Peninsula-that is, Bahrain; Iraq; Iran; Israel, the West Bank, and Gaza; Jordan; Kuwait; Lebanon; Oman; Qatar, Saudi Arabia; Syria; the United Arab Emirates (UAE"
21505,iy9vjpuh,iy9vjpuh121505,Introduction,"Infected travelers, mostly via commercial air travel, are known to have been responsible for introducing the virus outside of Wuhan."
14519,yuppix3r,yuppix3r914519,Discussion,"Our findings suggested that the R0 was still high although quarantine measures have been taken on the ship, indicating that other transmission routes may be neglected, such as aerosol transmission via the central air conditioning system or drainage systems."
23892,c5m4dj9m,c5m4dj9m323892,Chemistry,The configuration of the nucleophilic hydroxyl groups in 6 can be controlled using a Sharpless asymmetric dihydroxylation reaction 13 on the olefin in 7 and the configuration of the electrophilic epoxide in 7 can be selectively constructed using a Sharpless-Katsuki asymmetric epoxidation reaction 14 on the allylic alcohol obtained upon the functional group conversion of commercially available diol 8.
23894,c5m4dj9m,c5m4dj9m423894,Chemistry,Monoprotection of diol 8 using tert-butyl diphenylsilyl chloride (TBDPSCl) followed by oxidation of the unprotected alcohol in the resulting product via a Ley-Griffith oxidation reaction using tetrapropyl ammonium perruthenate (TPAP) gave the corresponding aldehyde.
23899,c5m4dj9m,c5m4dj9m423899,Chemistry,The primary alcohol in 10 was oxidized via a Ley-Griffith oxidation reaction and the resulting aldehyde homologated using a Horner-Wadsworth-Emmons (HWE) reaction upon reaction with ethyl 2-(diethoxyphosphoryl)acetate to give 11.
23900,c5m4dj9m,c5m4dj9m423900,Chemistry,"The ethyl ester in 11 was reduced with diisobutyl aluminum hydride (DIBAL-H) and the resulting allylic alcohol stereo-specifically oxidized via a Sharpless-Katsuki asymmetric epoxidation reaction using tert-butyl hydroperoxide (TBHP) in the presence of titanium tetraisopropoxide (TTIP) and (S, S)-diethyltartrate -)-DET) to yield 12 as a single diastereomer."
23902,c5m4dj9m,c5m4dj9m423902,Chemistry,The formation of the expected diol was confirmed by 1 H NMR spectroscopy with the simultaneous production of a small amount of the cyclized product (13) formed via the nucleophilic addition of the resulting alcohol.
23909,c5m4dj9m,c5m4dj9m423909,Chemistry,"The primary alcohol in each product was oxidized using N-tert-butylbenzensulfenamide/1-chloropyrrolidine-2,5-dione (NCS) and the resulting aldehydes were reductively condensed with H-His-N(OMe)Me to give their corresponding Weinreb amides (15a-d)."
23932,c5m4dj9m,c5m4dj9m923932,Chemistry,The allylic alcohol obtained from the reduction of ester 11 was oxidized via a Sharpless-Katsuki asymmetric epoxidation reaction using (-)-DET as the chiral ligand to give 12 as a single diastereoisomer.
23951,c5m4dj9m,c5m4dj9m1723951,"(((1S,2R)-2-Allylcyclohexyl)methoxy)(tert-butyl)diphenylsilane","To a solution of the protected alcohol (37.4 g, 98.0 mmol) and TPAP (tetra-n-propyl ammonium perruthenate, 688 mg, 1.96 mmol) in CH 2 Cl 2 (200 mL) was added NMO (N-methylmorphline-N-oxide, 45.9 g, 392 mmol) at room temperature under an argon atmosphere."
23973,c5m4dj9m,c5m4dj9m2223973,"((2R,3R)-3-((1S,2R)-2-Allylcyclohexyl) oxiran-2-yl) methanol (12)","After stirring for 20 min, the mixture was cooled to -20°C and added to t-butyl hydroperoxide (6.0 M solution in toluene; 15 mL, 90 mmol)."
23974,c5m4dj9m,c5m4dj9m2223974,"((2R,3R)-3-((1S,2R)-2-Allylcyclohexyl) oxiran-2-yl) methanol (12)","The allylic alcohol was then added dropwise to the reaction mixture at -20°C and stirred for 6 h. The reaction was quenched with 10% potassium sodium (+)-tartrate tetrahydrate in water at 0°C, extracted with CH 2 Cl 2 and the organic layer concentrated in vacuo."
23975,c5m4dj9m,c5m4dj9m2223975,"((2R,3R)-3-((1S,2R)-2-Allylcyclohexyl) oxiran-2-yl) methanol (12)","1 M NaOH in diethyl ether was added to the resulting residue at room temperature and stirred for 2 h. The resulting mixture was extracted with diethyl ether, dried over Na 2 SO 4 , filtered, and concentrated in vacuo."
23993,c5m4dj9m,c5m4dj9m2723993,"(R)-1-((1S,3R,4aR,8aS)-3-(Hydroxymethyl)octahydro-1Hisochromen-1-yl)ethane-1,2-diol (13a)",Each IC 50 value was obtained from the sigmoidal dose-response curve (Fig. S-2 for a typical sigmoidal curve).
23999,c5m4dj9m,c5m4dj9m023999,Introduction,"[4] [5] [6] Among the functional proteins, a 3C-like cysteine protease (SARS 3CL pro ) processes the polyprotein to produce itself as well as a variety of proteins necessary to re-construct the virus particles."
24012,c5m4dj9m,c5m4dj9m1624012,"((1S,2S)-2-(((tert-Butyldiphenylsilyl)oxy)methyl)cyclohexyl) methanol",The resulting residue was purified using silica gel column chromatography (hexane/ EtOAc = 30:1) to give the protected alcohol (37.
24015,c5m4dj9m,c5m4dj9m2024015,"(E)-3-((1S,2R)-2-Allylcyclohexyl)prop-2-en-1-ol","The residue was purified by silica gel column chromatography (hexane/ EtOAc = 6:1) to give the allylic alcohol (4.10 g, 79%) as a colorless oil."
24019,c5m4dj9m,c5m4dj9m1024019,Inhibitory activity,The IC 50 value of 16a was estimated from the sigmoidal plot obtained from the decrease in the digested substrate ( Fig. S-2) .
26336,2f8c66zi,2f8c66zi4726336,Declaration of Competing Interest,"Asia raises a large number of pigs, and pork is the main meat source for local people."
26345,2f8c66zi,2f8c66zi4826345,Declaration of Competing Interest,Luggage/pork products/waste from aircrafts/vessels/passengers from ASF-affected countries represent another important route for ASF spread.
26346,2f8c66zi,2f8c66zi4826346,Declaration of Competing Interest,"Japan and South Korea reported that ASFV was detected in pork products from China in April and August 2019, respectively."
26386,2f8c66zi,2f8c66zi5626386,Declaration of Competing Interest,"2 Sputum smear microscopy is inexpensive, easy to perform and still the primary method for diagnosis of TB"
26390,2f8c66zi,2f8c66zi5726390,Declaration of Competing Interest,"This advanced version has better TB detection capabilities and more definitive identification of rifampicin resistance especially important in problematic cases such as HIV coinfection, pediatric patients and extra pulmonary TB cases."
26404,2f8c66zi,2f8c66zi5926404,Declaration of Competing Interest,"We convinced her to wait for the results and we screened the unit by using Clean-Trace Surface ATP and Clean-Trace Water ATP tests (3 M, USA) and also obtained samples from bronchoscopes and the environment for smear examination and culture."
26427,2f8c66zi,2f8c66zi126427,"Dear Editor,","A full genome phylogenetic analysis of this 2019-nCoV indicates that it is closely related to bat SARS-like CoV ( Fig. 1 ) , compatible with a zoonotic origin for this virus, similar to SARS-CoV and MERS-CoV. 5 Two cases have now been confirmed to date in Thailand."
26562,2f8c66zi,2f8c66zi2326562,"Dear Editor,",disease among eculizumab recipients.
26563,2f8c66zi,2f8c66zi2326563,"Dear Editor,","1 Eculizumab is a terminal complement inhibitor indicated for treatment of paroxysmal nocturnal hemoglobinuria, atypical hemolytic uremic syndrome, and certain patients with generalized myasthenia gravis or neuromyelitis optica spectrum disorder."
26565,2f8c66zi,2f8c66zi2326565,"Dear Editor,","can cause invasive disease in eculizumab recipients 1 , 3 , 4 and eculizumab recipients are at an estimated 20 0 0-fold increased risk of meningococcal disease (caused by Neisseria meningitidis )."
26566,2f8c66zi,2f8c66zi2326566,"Dear Editor,","All eculizumab recipients should receive meningococcal vaccinations prior to therapy; however, eculizumab recipients may develop meningococcal disease or other Neisseria infections despite vaccine receipt."
26567,2f8c66zi,2f8c66zi2326567,"Dear Editor,","[4] [5] [6] For patients who cannot receive meningococcal vaccinations ≥2 weeks before starting eculizumab, U.S. eculizumab labeling recommends 2 weeks of antibiotic prophylaxis."
26569,2f8c66zi,2f8c66zi2426569,"Dear Editor,","We Included patients received eculizumab within the three months preceding a diagnosis of meningococcal disease, defined as a report of a symptomatic patient with a positive culture or other confirmatory test for N. meningitidis from any body site ."
26583,2f8c66zi,2f8c66zi2726583,"Dear Editor,","With the limited data available in both the FAERS reports and published reports, it is not possible to determine whether antibiotic prophylaxis is effective in preventing meningococcal disease in eculizumab recipients."
26590,2f8c66zi,2f8c66zi2826590,"Dear Editor,","Further complicating use of prophylaxis, eculizumab recipients are also at risk for disseminated Neisseria gonorrhoeae , 3 an organism in which penicillin resistance is common."
26598,2f8c66zi,2f8c66zi3026598,"Dear Editor,","Validation of these potential associations in a larger sample, with systematic ascertainment of antibiotic exposure, could further elucidate the potential impact of prophylaxis on development of meningococcal disease among eculizumab recipients."
26599,2f8c66zi,2f8c66zi3026599,"Dear Editor,","Healthcare professionals should remain vigilant for signs of meningococcal disease among eculizumab recipients, irrespective of the preventive measures in use."
22067,scs7hkhr,scs7hkhr12322067,Conclusion,"To date there is generally a lack of antiviral therapy or vaccination against any of these viruses, further fueling fears for far reaching spread."
22214,scs7hkhr,scs7hkhr5322214,The Viruses,"Within these polyproteins there are two proteases, papain-like protease (PLpro) and main protease (Mpro"
22222,scs7hkhr,scs7hkhr1922222,Management and Control,"Bronchodilators can be used such as alpha-and beta-adrenergics, anticholinergics and nebulized epinephrine, however, there is no conclusive evidence that these have a positive impact on disease outcome."
22225,scs7hkhr,scs7hkhr2022225,Management and Control,"The lack of conclusive evidence regarding efficacy, coupled with the side effects associated with ribavirin treatment means the drug is only administered to infants at the highest risk of severe disease."
22229,scs7hkhr,scs7hkhr2122229,Management and Control,The mAb is administered prophylactically by monthly intramuscular injection through the HRSV season in infants at highest risk of severe disease (5 monthly injections).
22230,scs7hkhr,scs7hkhr2122230,Management and Control,"A second generation mAb, Motavizumab, was developed but found to be no more efficacious than Palivizumab."
22245,scs7hkhr,scs7hkhr3122245,Management and Control,No treatments are licensed although ribavirin has been used in severe cases.
22246,scs7hkhr,scs7hkhr3122246,Management and Control,"No clinical trials have been performed to examine the efficacy of ribavirin in humans, but it has been shown to be effective in vitro and in mouse models of infection."
22253,scs7hkhr,scs7hkhr3922253,Management and Control,No treatments are licensed although acetaminophen or ibuprofen are often used for treating fever.
22254,scs7hkhr,scs7hkhr3922254,Management and Control,"For croup, supportive care is available including taking the child outside into cool air, having them breathe steamy air from a shower and calming then down to slow their breathing."
22267,scs7hkhr,scs7hkhr6822267,Management and Control,"In numerous cases ribavirin along with pegylated interferon was used, although this intervention was not thoroughly tested, and retrospective studies have shown that the efficacy is debatable."
22270,scs7hkhr,scs7hkhr6922270,Management and Control,"To date, there are no approved direct acting antivirals against SARS-CoV. However, many compounds are currently under investigation for treating MERS-CoV infection with many of these being shown to also be effective against SARS-CoV (discussed further in the following section)."
22272,scs7hkhr,scs7hkhr6922272,Management and Control,"A number of patients received lopinavir, ritonavir or a combination of both."
22274,scs7hkhr,scs7hkhr6922274,Management and Control,"Again, the use of these compounds did not undergo rigorous clinical investigation, but when used in combination with ribavirin, with or without corticosteroids, a reduction in viral load was detected and symptoms were found to subside, with disease progression being milder."
22278,scs7hkhr,scs7hkhr7022278,Management and Control,"However, to date these studies are at early stages."
